TABLE_NAME,LAST_ALTERED,ROW_COUNT
S_IQVIA_HDSC_MTHLY_BNDRYAK2_PCMDTY_SPCLAK2_GENDER_AGE_GRP_RX_ORIGNTN_CATG_SUM,2025-06-02 09:26:17.482 -0700,0
S_IQVIA_HDSC_MTHLY_BNDRYCD_ATC_TRANS_DCATG_SSTDY_SUM,2024-12-25 13:58:27.873 -0800,0
S_IQVIA_HDSC_MTHLY_MKTAK5_PRODAK5_SWF_PRODAK5_SWT_PRODAK5_SOBAK2_SUM,2024-12-25 14:00:27.888 -0800,0
S_IQVIA_HDSC_MTHLY_MKT_SUM_CATG_SUM,2025-06-02 00:08:37.091 -0700,4400
S_IQVIA_HDSC_MTHLY_PCMDTYAK6_SUM,2024-12-25 13:59:27.852 -0800,0
S_IQVIA_HDSC_MTHLY_PCMDTY_CHNL_SUM,2024-12-24 13:16:57.735 -0800,0
S_IQVIA_HDSC_MTHLY_PRODAK11_SOBAK2_TRTMT_COND_CATG_LTH_SEQ_SUM,2024-12-25 13:59:27.848 -0800,0
S_IQVIA_HDSC_PCMDTY_INGRD,2025-06-02 09:52:42.502 -0700,107748
S_IQVIA_HDSC_PROML_CTCT_CUR_PSCRNG_FREQ_CATG,2024-12-25 14:01:27.165 -0800,0
S_IQVIA_HDSC_PROML_DETLG_DEVICE_TYP,2024-12-25 14:00:27.082 -0800,0
S_IQVIA_HDSC_RX_FILL_TYP,2024-12-25 14:00:27.877 -0800,0
S_IQVIA_HDSC_TM_PD_BNDRYAK2_PCMDTYAK4_SUM,2024-12-18 09:20:16.926 -0800,0
S_IQVIA_HDSC_TM_PD_PRODAK5_FRMLRY_REIMBMNT_CATG_SOBAK2_RECUR_GRP_SUM,2024-12-19 13:00:36.971 -0800,0
S_IQVIA_HDSC_TM_PD_RGMN_SUBSTN_DIAG_COND_SOB_SUM,2024-12-26 10:32:27.809 -0800,0
S_MDM_PROD_GRP_ADDL_ATT,2024-12-27 04:18:46.929 -0800,110
S_NHS_BNF_PROD_CHEM_SUBSTN_SC,2024-12-25 15:32:27.748 -0800,0
S_NHS_CLNCL_CMIS_GRP_SCT,2024-12-18 17:08:17.860 -0800,0
S_SAP_ELSA_MD_FACT_PRFT_CENTR_GLBL_H2R,2025-10-30 16:10:10.172 -0700,15358
S_SAP_SD_SALE_COPA,2025-11-11 15:28:21.105 -0800,5823509
S_THIRD_PARTY_HIRA_MKT_DATA_BNDRY,2024-12-20 13:45:56.947 -0800,520
S_TM_PD,2024-12-20 19:30:57.767 -0800,11323
S_VEV_EM_CATALOG,2025-11-11 06:40:46.740 -0800,261
S_IQVIA_HDSC_MTHLY_BNDRYAK4_PRODAK5_ATC_SUBSTNAK2_CHNLAK2_REIMBMNT_SUM,2024-12-19 10:46:37.803 -0800,0
S_IQVIA_HDSC_MTHLY_BNDRYAK4_RGMN_PROD_PRODAK5_SPCLAK6_RGMN_SOBAK2_PROD_SOBAK2_GENDERAK2_AGE_SUM,2025-05-25 21:48:39.546 -0700,19082690
S_IQVIA_HDSC_MTHLY_BNDRYAK7_PCMDTY_TRANS_DCATGAK2_SUM,2024-12-25 14:01:27.124 -0800,0
S_IQVIA_HDSC_MTHLY_FR_BNDRY_TO_BNDRY_REAL,2024-12-28 17:15:57.058 -0800,0
S_IQVIA_HDSC_SUBSTN,2025-06-02 09:53:24.898 -0700,40408
S_IQVIA_HDSC_WKLY_MKT_SUM_CATG_SUM,2025-06-02 07:43:42.513 -0700,1644
S_IQVIA_TTMS_IQV_JPM_ARCH,2025-10-13 17:42:45.954 -0700,7293383
S_MSS_TCM_SALES_ORG,2025-11-11 13:38:03.565 -0800,2887
S_NHS_BNF_PROD_HIERY_ENG,2024-12-18 17:08:17.870 -0800,0
S_NHS_BNF_PROD_HIERY_WLS_SC,2024-12-25 15:32:26.939 -0800,0
S_NOZOMI_TTR0094NZM_MEETING_ATD,2025-11-11 08:49:28.955 -0800,16379074
S_PHARMALINK_PCMDTY,2024-12-29 01:28:57.884 -0800,0
S_SAP_CNTRCT_BILL_PLAN_OVRVW_AMSMACONT,2025-11-11 08:06:11.141 -0800,85940
S_SAP_ELSA_MD_DS_CRNCY_CONVN_H2R,2025-11-11 15:15:32.293 -0800,149463098
S_SAP_ELSA_MD_DS_DISTRBN_CHNL_H2R,2025-11-10 17:10:08.946 -0800,84515
S_SAP_SDB_PI,2025-11-11 15:28:32.901 -0800,3900596
S_SAP_TDM_USR_MDC_PO_MAP_GO4ONE_ALL,2025-09-02 09:59:59.206 -0700,3470
S_THIRD_PARTY_BRICK_COUNTRY_DATA,2024-12-19 14:07:38.221 -0800,0
S_VAULT_IMCM_CORE_MESSAGE,2025-11-11 06:32:55.387 -0800,4685
S_VEV_EVENT_PAYMENTS,2024-12-25 14:38:27.732 -0800,0
S_VEV_GROUP_TABLE,2025-10-28 07:38:28.861 -0700,99822
S_VEV_MULTICHANNEL_ACTIVITY,2025-11-11 06:40:22.898 -0800,11749399
S_VEV_MULTICHANNEL_CONTENT,2025-11-11 06:41:07.143 -0800,327
STG_REF_TARGETS_GB,2024-12-26 13:36:36.996 -0800,0
S_ALN_RECORD_TYPE,2024-12-25 07:55:26.963 -0800,54
S_CARENET_TDM_EVM_WEBCONF_CNET,2025-01-05 16:55:37.785 -0800,28848
S_IQVIA_HDSC_CHNL,2024-12-25 14:00:27.066 -0800,0
S_IQVIA_HDSC_MTHLY_BNDRYAK4_PCMDTYAK23_SUM,2024-12-19 10:46:37.800 -0800,0
S_CVENT_BUDGETITEM_AGENCY_FEE_TAX,2025-11-01 12:46:24.236 -0700,59311
S_CVENT_EVENT,2025-11-10 11:39:05.351 -0800,10051
S_GERS_GER_SAL_NAT_HOSPITAL_QUANTI_CLAS_ATC,2024-12-21 03:55:17.055 -0800,0
S_IQVIA_CHANNEL_DYNAMICS_ANTI_VEGF_MKT_BAYER_VITAL_OPTHA,2024-12-24 12:47:56.997 -0800,0
S_IQVIA_HDSC_DAILY_PCMDTY_SUM,2024-12-25 14:01:27.124 -0800,0
S_IQVIA_HDSC_MEAS,2025-05-25 21:58:48.583 -0700,2
S_IQVIA_HDSC_MTHLY_AC_BNDRYAK4_PRODAK5_SPCLAK6_SOBAK2_DOT_SUM,2025-05-25 22:03:55.284 -0700,6262884
S_IQVIA_HDSC_MTHLY_AC_BNDRYAK4_RGMN_PROD_PRODAK5_SPCLAK6_RGMN_SOBAK2_PROD_SOBAK2_SUM,2025-05-25 22:12:11.168 -0700,2990545
S_IQVIA_HDSC_MTHLY_AC_TYP_ORGNML_SUM,2025-06-01 21:26:23.473 -0700,210745
S_IQVIA_HDSC_MTHLY_CORP_OWNNM_PRMTRNM_PCMDTYAK13_CHNL_SPCL_MMEDIA_PROM_DETL,2024-12-25 13:58:27.871 -0800,0
S_IQVIA_HDSC_MTHLY_ORG_PRODNM_CHNL_MT_PROM_SPEND_SUM,2025-06-02 09:02:51.332 -0700,967050
S_IQVIA_HDSC_PROML_CTCT_FUT_PSCRNG_INTENTN_CATG,2024-12-25 14:02:27.038 -0800,0
S_IQVIA_HDSC_PUR_CNTRCT_ITEM,2024-12-25 13:58:27.875 -0800,0
S_IQVIA_HDSC_TM_PD_BNDRYAK2_PCMDTYAK23_SPCLAK2_GENDER_AGE_GRP_RX_ORIGNTN_CATG_SUM,2025-08-25 08:44:06.124 -0700,0
S_IQVIA_HDSC_TM_PD_BNDRYAK2_PRODAK5_GENDER_AGE_SUM,2024-12-19 13:01:46.947 -0800,0
S_IQVIA_HDSC_TM_PD_BNDRYAK5_MEDPRO_TYP_SPCL_SUM,2024-12-26 10:32:27.093 -0800,0
S_IQVIA_HDSC_TM_PD_PRODAK11_SWF_PRODAK11_SOB_SUM,2024-12-26 10:32:27.076 -0800,0
S_IQVIA_HDSC_WKLY_BNDRY_ORGACRO_PCMDTY_FORM_STRNT_SUM,2025-06-02 10:03:54.330 -0700,113645253
S_JDNHINET_TCT_FIX_SS_LAST_YR,2025-11-11 11:45:58.183 -0800,100825081
S_KEY_MESSAGE_ACTIVITY_JPC,2025-11-01 01:20:19.201 -0700,56078150
S_MDM_PROD_RLTN_ID,2025-11-11 00:15:51.303 -0800,91628
S_NHS_CLNCL_CMIS_GRP_WLS,2024-12-18 17:08:17.049 -0800,0
S_SAP_ELSA_O2C_SD_BILLNG_DOC_H2R,2025-11-10 23:13:09.972 -0800,465092478
S_SAP_H2R_MD_COSTCENTER_001_VIEW_001,2025-09-29 10:22:37.536 -0700,1326564
S_VEV_CALL_CLICKSTREAM,2025-09-19 07:40:07.137 -0700,1600032
S_VEV_CLM_PRESENTATION,2025-11-11 06:35:14.848 -0800,44331
S_VEV_EXPENSE_TYPE,2025-11-11 06:36:43.395 -0800,12586
S_VEV_PUBLICATION,2024-12-26 14:41:27.104 -0800,0
S_IQVIA_HDSC_MTHLY_BNDRYNM_PRODNM_SOB_TYP_SUM,2024-12-25 14:02:27.059 -0800,0
S_IQVIA_HDSC_ORG_CNTCT_LOC,2024-12-25 13:58:27.078 -0800,0
S_IQVIA_HDSC_PROD_ASSC,2025-06-02 09:51:42.519 -0700,540729
S_IQVIA_HDSC_PROML_CHNL_GRP_TYP,2024-12-25 13:59:27.852 -0800,0
S_IQVIA_HDSC_TM_PD,2025-06-02 09:59:11.045 -0700,1764
S_IQVIA_HDSC_TM_PD_BNDRY_AC_CATGAK2_AC_TYPAK2_PCMDTY_SUM,2024-12-25 13:58:27.052 -0800,0
S_IQVIA_HDSC_WKLY_BNDRYAK2_PCMDTYAK27_SUM,2024-12-20 16:06:58.301 -0800,0
S_MSS_TCM_SECT_NM_JIS11,2025-11-11 09:07:11.017 -0800,672067
S_MSS_TDM_USR_ITEM_DISP_ORDER,2025-11-11 13:38:43.338 -0800,68
S_MSS_TDM_USR_WS_TARGET,2024-12-20 13:35:56.953 -0800,0
S_PHARMALINK_PHARMALINK_INTRVN_SALE_BRICK,2024-12-29 01:28:57.885 -0800,0
S_PMW_SALESKPI_WIP,2025-11-11 18:22:57.584 -0800,744
S_SFMC_CAM_TARGETDATAOUTPUT,2024-12-29 16:11:16.954 -0800,440321
S_THIRD_PARTY_MKT_DATA_SCHWAB_ACCNT,2024-12-25 21:27:27.738 -0800,0
S_VAULT_IMCM_WORKFLOWS,2025-11-11 06:34:15.738 -0800,38118803
S_VEV_CAMPAIGN_TARGET,2025-10-24 07:54:36.114 -0700,262559
S_VEV_FOCUS_AREA,2025-11-11 06:37:09.061 -0800,184
S_VEV_MC_CYCLE_PLAN_SUMMARY,2025-10-31 07:43:56.760 -0700,48091524
S_VEV_MEDICAL_INQUIRY,2025-10-31 07:49:57.237 -0700,59520
S_VEV_MEDICAL_INSIGHT,2025-10-31 07:35:03.857 -0700,36644
S_VEV_SAMPLE_TRANSACTION,2025-11-11 06:37:20.233 -0800,1370029
S_VEV_SUGGESTION,2025-10-31 07:48:40.399 -0700,1450192
S_VEV_SURVEY_QUESTION,2025-10-27 07:47:14.259 -0700,96871
S_VEV_EMAIL_ACTIVITY,2025-10-31 07:39:14.417 -0700,24792982
S_VEV_HCO,2024-12-17 17:30:57.171 -0800,0
S_GERS_GER_ORIGIN_ETS_ONCO,2024-12-21 03:57:17.835 -0800,0
S_FARMINFORM_FRAME_DESC,2024-12-26 01:51:27.000 -0800,0
S_GERS_GER_ORIGIN_SF,2024-12-27 16:46:47.833 -0800,0
S_GERS_GER_SAL_NAT_DOMTOM_QUANTI_PAY,2024-12-21 03:56:17.042 -0800,0
S_GERS_GER_SAL_NAT_DOMTOM_QUANTI_QUANTI,2024-12-21 03:57:17.071 -0800,0
S_GERS_GER_SAL_NAT_HOSPITAL_QUANTI_PROD,2024-12-21 03:55:17.831 -0800,0
S_GERS_GER_SAL_NAT_MIXT_QUANTI_QUALI,2024-12-21 03:56:17.843 -0800,0
S_GERS_GER_SAL_NAT_OFFICINE_QUANTI_QUALI_COMPLEMENT,2025-06-16 11:33:26.607 -0700,0
S_GMDA_POPULATION,2025-11-11 12:13:10.529 -0800,86423
S_IQVIA_HDSC_MAT_BNDRYAK7_RXER_PRODAK8_SOB_SUM,2024-12-28 17:15:57.065 -0800,0
S_ALN_MC_CYCLE_PLAN,2025-10-30 07:58:08.698 -0700,844304
S_EURYDICE_LCL_CNTRCT_CLIENT_GRP,2024-12-27 16:33:56.962 -0800,0
S_EURYDICE_LCL_CNTRCT_GRP,2024-12-27 16:33:47.810 -0800,0
S_EXTA_IMCM_PH_BOUNCES,2025-11-07 13:50:43.247 -0800,20505
S_FARMINFORM_BAYER_ARTICLE,2024-12-26 01:51:27.884 -0800,0
S_GERS_GER_SAL_NAT_DOMTOM_QUANTI_IND_GENERIC_OPRT,2024-12-21 03:57:17.063 -0800,0
S_GERS_GER_SAL_NAT_MIXT_QUANTI_GRP_LBTY,2024-12-21 03:56:17.858 -0800,0
S_IQVIA_HDSC_AC_SALE_ALLOC,2025-06-02 08:08:33.472 -0700,7363792
S_IQVIA_HDSC_AGE_GRP,2025-05-25 21:42:15.044 -0700,64
S_IQVIA_HDSC_CLIENT_NETWORK_BNDRY_ASSC,2024-12-25 14:00:27.900 -0800,0
S_IQVIA_HDSC_LCL_CLAS,2025-06-02 07:42:48.573 -0700,5385
S_IQVIA_HDSC_MTHLY_BNDRYAK2_AC_TYPAK2_PCMDTY_SUM,2024-12-19 10:09:36.922 -0800,0
S_IQVIA_HDSC_MTHLY_BNDRYAK4_PCMDTYAK23_CHNLAK2_SUM,2025-02-10 09:54:19.100 -0800,0
S_IQVIA_HDSC_MTHLY_BNDRY_PCMDTY_CHNLAK2_SUM,2024-12-25 13:59:27.050 -0800,0
S_IQVIA_HDSC_MTHLY_PCMDTYAK27_CHNLAK2_SUM,2024-12-17 13:00:57.226 -0800,0
S_IQVIA_HDSC_MTHLY_PCMDTY_DLVRBL_DETL,2024-12-25 14:01:27.143 -0800,0
S_IQVIA_HDSC_NFC_CLAS,2025-06-02 08:09:52.852 -0700,3696
S_IQVIA_HDSC_PROML_DETLG_PURP_CATG,2024-12-25 14:00:27.066 -0800,0
S_IQVIA_HDSC_PROML_PROD_DETL_ONLN_DSCVRY_METH_TYP,2024-12-25 13:59:27.842 -0800,0
S_IQVIA_HDSC_QTRLY_PRODAK5_MED_CLAS_SUM,2024-12-25 14:01:27.167 -0800,0
S_IQVIA_HDSC_ROA,2024-12-25 13:58:27.060 -0800,0
S_IQVIA_HDSC_TM_PD_BNDRYAK2_PRODAK5_DOT_SUM,2024-12-19 13:01:47.819 -0800,0
S_IQVIA_HDSC_TM_PD_PRODAK11_SRVY_SUM,2024-12-26 10:32:27.845 -0800,0
S_MDM_MEDCNL_PROD,2025-10-21 09:25:41.632 -0700,138
S_STD_PH_MKTG_MEDIA,2024-12-20 16:50:57.028 -0800,0
S_THIRD_PARTY_BRICK_COUNTRY_DATA_BNDRY_ASSC,2024-12-19 14:07:38.217 -0800,0
S_THIRD_PARTY_HIRA_REIMBMNT_DATA_BNDRY_ASSC,2024-12-27 08:16:46.948 -0800,208
S_VAULT_IMCM_CRM_PRODUCT,2025-11-11 06:32:58.636 -0800,151248
S_VEV_PERMISSION_SET,2025-10-13 07:37:27.098 -0700,16435
S_IQVIA_HDSC_MTHLY_AC_REAL,2024-12-25 14:00:27.888 -0800,0
S_IQVIA_HDSC_MTHLY_BNDRYNM_SUM,2024-12-25 13:59:27.843 -0800,0
S_IQVIA_HDSC_MTHLY_BNDRY_PCMDTY_CHNLAK2_SPCL_SUM,2024-12-26 10:28:27.764 -0800,0
S_IQVIA_HDSC_MTHLY_ORGNM_SUM,2025-06-02 05:43:20.723 -0700,14330
S_IQVIA_HDSC_MTHLY_PRODAK5_SOBAK2_SUM,2024-12-19 13:00:46.987 -0800,0
S_IQVIA_HDSC_OAC_GRP,2024-12-25 13:59:27.844 -0800,0
S_IQVIA_HDSC_PROML_MED_COND_TYP,2024-12-25 14:56:27.787 -0800,0
S_IQVIA_HDSC_TM_PD_AGE_GRPAK4_GENDERAK2_MVST_TYP_DIAG_TRTMT_SUM,2024-12-26 10:32:27.810 -0800,0
S_IQVIA_HDSC_TM_PD_PCMDTY_CHNLAK2_SUM,2024-12-25 13:58:27.067 -0800,0
S_IQVIA_HDSC_TM_PD_PRODAK11_SOB_SUM,2024-12-26 10:32:27.077 -0800,0
S_IQVIA_HDSC_TM_PD_PRODAK5_FRMLRY_REIMBMNT_CATG_GENDER_AGE_SUM,2024-12-19 13:01:47.818 -0800,0
S_MSS_TCM_INST_ROLE,2025-11-11 13:50:42.152 -0800,18749025
S_PW_TRAINING,2024-12-18 17:08:17.036 -0800,0
S_SAP_ELSA_MD_DS_DT_TM_DIM,2025-11-11 15:09:57.498 -0800,13151
S_SAP_ELSA_MD_FACT_VAL_TYP_H2R,2025-11-11 15:10:26.619 -0800,6374
S_SAP_FSR_OVRVW_WITH_RVNU_AMSMABPD,2025-11-11 08:07:09.103 -0800,3379665
S_VEEVA_TMMS_CRM_INST_TRRTRY,2024-12-20 16:50:57.030 -0800,0
S_VEV_CONSENT_LINE,2025-11-11 06:38:54.007 -0800,2762
S_VEV_EM_EVENT_TEAM_MEMBER,2025-09-19 07:43:40.919 -0700,432615
S_VEV_MC_CYCLE_PLAN,2025-11-11 06:34:53.280 -0800,4765121
S_VEV_SPEAKER_PAYMENT,2024-12-25 14:38:26.932 -0800,0
S_VEV_TERRITORY,2025-10-10 07:52:44.947 -0700,64092
S_IQVIA_HDSC_MAT_RXER_PRODAK8_SOB_SUM,2024-12-28 17:15:57.830 -0800,0
S_MSS_TDM_SUBBU,2025-11-11 13:37:38.888 -0800,24
FIA_PW_SPEAKER,2024-12-20 22:23:56.996 -0800,0
FIA_PW_EVENTFINANCIAL,2024-12-20 22:23:57.814 -0800,0
S_ALN_ROSTER_MEMBER_TERRITORY_MODEL,2025-10-01 08:06:17.803 -0700,396927
S_CVENT_BUDGETITEM_COST,2025-11-01 12:46:39.676 -0700,59311
S_GA_SESSIONS_HITS,2024-12-30 15:49:56.920 -0800,50861537
S_GERS_GER_DOT,2024-12-21 03:56:17.859 -0800,0
S_GERS_GER_ORIGINS,2024-12-21 03:57:17.047 -0800,0
S_GERS_GER_SAL_NAT_HOSPITAL_QUANTI_INDICATEUR_BIOSIMILAIRE_BIOREFERENT,2025-06-16 11:33:15.627 -0700,0
S_INTERNAL_FR_SECDY_SALE_FR,2024-12-27 16:46:47.828 -0800,0
S_MSS_TCM_INST_CNV,2025-11-11 13:34:30.911 -0800,1
S_EXTA_IMCM_PH_SENT,2025-11-08 13:50:46.867 -0800,1453870
S_GERS_GER_SAL_NAT_OFFICINE_QUANTI_REFUND_RATE,2024-12-21 03:56:17.028 -0800,0
S_IQVIA_HDSC_AC,2025-07-14 09:46:31.341 -0700,2937502
S_IQVIA_HDSC_CMDTY_LCYC_TYP,2024-12-25 14:00:27.901 -0800,0
S_IQVIA_HDSC_CMDTY_PROF_CLAS_TYP,2024-12-25 13:59:27.848 -0800,0
S_IQVIA_HDSC_GENERIC_BRANDED,2025-06-02 09:11:10.210 -0700,6
S_IQVIA_HDSC_HALF_MTHLY_BNDRYAK7_PCMDTY_CHNL_SUM,2024-12-25 13:58:27.079 -0800,0
S_IQVIA_HDSC_MTHLY_AC_BNDRYAK4_PRODAK5_SPCLAK6_DOT_SUM,2025-05-25 22:14:28.093 -0700,16723439
S_IQVIA_HDSC_MTHLY_AC_BNDRYAK4_RGMN_PROD_PRODAK5_SWF_PRODAK5_SPCLAK6_RGMN_SOBAK2_PROD_SOBAK2_SUM,2025-05-25 22:02:53.422 -0700,3010273
S_IQVIA_HDSC_MTHLY_BNDRYAK4_PCMDTYAK6_SUM,2024-12-25 13:59:27.048 -0800,0
S_IQVIA_HDSC_MTHLY_BNDRYAK4_PCMDTY_CHNLAK2_MED_COND_SUM,2024-12-18 16:17:17.764 -0800,0
S_IQVIA_HDSC_MTHLY_BNDRYAK4_PRODAK5_ATC_SUBSTNAK2_REIMBMNT_SUM,2024-12-19 10:46:36.958 -0800,0
S_IQVIA_HDSC_MTHLY_BNDRYAK4_PRODAK5_SPCLAK6_SOBAK2_GENDERAK2_AGE_DOT_SUM,2025-05-25 21:57:14.699 -0700,51351328
S_IQVIA_HDSC_MTHLY_BNDRY_PROD_RX_ORIGNTN_CHNL_SUM,2024-12-28 13:40:56.992 -0800,0
S_IQVIA_HDSC_MTHLY_ORGNM_PCMDTYAK15_CHNL_LLSPCLNM_HC_PLN_SUM,2024-12-25 14:02:27.782 -0800,0
S_IQVIA_HDSC_MTHLY_PCMDTY_CHNLAK2_HLTHCARE_PLN_SUM,2024-12-24 11:14:56.964 -0800,0
S_IQVIA_HDSC_PROML_MT_PRMTR_ORG_REL_ROLE,2024-12-27 16:13:47.799 -0800,0
S_MSS_TCM_ITEM_ORG,2025-11-11 13:35:59.269 -0800,639
S_NHS_CLNCL_CMIS_GRP_ENG,2024-12-18 17:08:17.876 -0800,0
S_SAP_ELSA_MD_CU_CUST_SLS_H2R,2025-11-10 17:25:54.733 -0800,939966442
S_SAP_ELSA_MD_DS_SLS_ORG_H2R,2025-10-23 16:10:52.428 -0700,22693
S_SAP_ELSA_O2C_SD_ORD_H2R,2025-11-10 23:17:47.712 -0800,648919813
S_SAP_TCT_DAILY_SLIP,2025-11-11 13:38:56.729 -0800,4290468
S_THIRD_PARTY_BRICK_COUNTRY_DATA_BNDRY,2024-12-19 14:07:37.111 -0800,0
S_VEV_ACCOUNT,2025-10-31 07:36:53.226 -0700,12828259
S_VEV_SUGGESTION_FEEDBACK,2025-10-31 07:37:15.684 -0700,211608
S_ALN_TERRITORY_PRODUCT,2025-10-28 08:02:38.638 -0700,858541
S_GERS_GER_SAL_NAT_OFFICINE_QUANTI_ADMN_RTE,2024-12-21 03:57:17.046 -0800,0
S_IQVIA_HDSC_ATC,2025-06-02 10:06:10.703 -0700,9732
S_IQVIA_HDSC_MTHLY_AC_AC_TYP_PROD_PCMDTY_GRP_BNDRY_MVST_SUM,2024-12-25 13:58:27.054 -0800,0
S_IQVIA_HDSC_MTHLY_AC_BNDRYAK4_PRODAK5_SPCLAK6_SOBAK2_DOSE_SUM,2025-05-25 22:04:35.884 -0700,3380012
S_IQVIA_HDSC_MTHLY_AC_TYP_ENGMNT_ORG_PROM_RNKG_SUM,2025-06-02 09:14:56.414 -0700,63359
S_IQVIA_HDSC_MTHLY_BNDRY_REAL,2024-12-28 17:15:57.830 -0800,0
S_IQVIA_HDSC_MTHLY_ORGNM_PCMDTYAK17_SUM,2024-12-25 13:59:27.854 -0800,0
S_IQVIA_HDSC_MTHLY_PCMDTY_SPCLAK2_GENDER_AGE_GRP_RX_CATG_SUM,2025-06-02 09:26:12.684 -0700,0
S_IQVIA_HDSC_PCMDTY_INGRD_NM,2024-12-25 14:01:27.117 -0800,0
S_IQVIA_HDSC_TM_PD_PRODAK5_FRMLRY_REIMBMNT_CATG_SUM,2024-12-19 13:00:36.977 -0800,0
S_IQVIA_HDSC_WKLY_BNDRYAK7_PCMDTY_SUM,2024-12-17 21:03:00.633 -0800,0
S_MSS_TCM_PIC,2025-11-11 13:37:37.091 -0800,41696
S_MSS_TKM_GEN_PURP_CD,2025-11-11 09:06:52.276 -0800,3818
S_REF_EXCLUSION_TGLIST_JP,2025-02-13 21:08:42.821 -0800,2711
S_SAP_ELSA_FACT_MD_BUS_RESPO,2025-11-11 18:10:42.197 -0800,1804069563
S_SAP_ELSA_MD_DS_CMPNY_CD_H2R,2025-11-06 15:11:26.598 -0800,60689
S_SAP_H2R_MD_VE_VNDR_VIEW_001,2025-09-29 10:24:14.374 -0700,2476413
S_THIRD_PARTY_EMAIL_NEWSLETTER_DATA_ALL_TIMES,2024-12-27 16:33:47.814 -0800,0
S_ULTMARC_TDM_DCF_INST_UNI,2025-11-11 13:36:05.825 -0800,723686
S_VEV_EM_EVENT_MATERIAL,2025-09-19 07:41:55.683 -0700,577548
S_VEV_MC_CYCLE,2025-11-11 06:38:46.482 -0800,8020
S_VEV_STAKEHOLDER_PUBLICATION,2024-12-26 14:41:27.859 -0800,0
S_MDM_PROD_GRP_MRGE,2025-11-05 16:16:08.933 -0800,177266
S_THIRD_PARTY_HIRA_REIMBMNT_DATA_CHNL,2024-12-27 08:16:47.744 -0800,2
S_VEV_CALL2,2025-10-31 07:48:41.324 -0700,191001400
S_VEV_CHILD_ACCOUNT,2025-11-11 06:35:05.494 -0800,8913796
S_VEV_EXPENSE_ATTRIBUTION,2025-09-19 07:38:41.846 -0700,206292
S_VEV_NOTE,2024-12-20 00:27:36.947 -0800,2157
S_BPN_TVM_DMP_MAIL_MAGAZINE,2024-12-28 10:43:57.729 -0800,5291
S_CVENT_BUDGETITEM_COSTDETAIL,2025-11-01 12:46:15.615 -0700,59311
S_CALL2_JPC,2025-11-01 01:20:53.725 -0700,92296659
S_GERS_GER_ORIGIN_ETS_XARELTO,2024-12-21 03:57:17.832 -0800,0
S_GERS_GER_SAL_NAT_DOMTOM_QUANTI_PROD,2024-12-21 03:56:17.855 -0800,0
S_GERS_GER_SAL_NAT_HOSPITAL_QUANTI_GRP_LBTY,2024-12-21 03:56:17.042 -0800,0
