TABLE_NAME,EMEA,EMEA_LAST_ALTERED,EMEA_ROW_COUNT,AMERICA,AMERICA_LAST_ALTERED,AMERICA_ROW_COUNT,APAC,APAC_LAST_ALTERED,APAC_ROW_COUNT,EMEA_AMERICA_APAC
BV_ADHOC_GBR_OVERVIEW_GLOBAL_CONTENT_DEVELOPED,True,2024-12-24 15:21:05.558 -0800,0,True,2024-12-24 15:21:05.558 -0800,0,True,2024-12-24 15:21:05.558 -0800,0,True
BV_ADHOC_H1_CRMID,True,2024-12-18 04:50:18.400 -0800,156195,True,2024-12-18 04:50:18.400 -0800,156195,True,2024-12-18 04:50:18.400 -0800,156195,True
BV_ADHOC_ICQ_MAP_ICQ_SURVEY_QUESTION,True,2024-12-25 03:14:58.025 -0800,469,True,2024-12-25 03:14:58.025 -0800,469,True,2024-12-25 03:14:58.025 -0800,469,True
BV_ADHOC_ICQ_QUESTION_RESPONSE_MAPPING_TABLE,True,2024-12-27 05:08:08.007 -0800,903,True,2024-12-27 05:08:08.007 -0800,903,True,2024-12-27 05:08:08.007 -0800,903,True
BV_ADHOC_MLB_FTE_ALLBRANDS_AND_HISTORIC_DASHBOARD,True,2024-12-18 05:23:09.150 -0800,22628,True,2024-12-18 05:23:09.150 -0800,22628,True,2024-12-18 05:23:09.150 -0800,22628,True
BV_ADHOC_MPG_MARKET_PROGNOSIS_GLOBAL,True,2025-06-24 04:35:51.676 -0700,22404,True,2025-06-24 04:35:51.676 -0700,22404,True,2025-06-24 04:35:51.676 -0700,22404,True
BV_ADHOC_ONETRUST_CPH_CONSENT_CDP_EXPIRY_DATE,True,2024-12-30 10:20:57.963 -0800,101,True,2024-12-30 10:20:57.963 -0800,101,True,2024-12-30 10:20:57.963 -0800,101,True
BV_ADHOC_ORION_CALLS,True,2024-12-18 05:08:08.914 -0800,28,True,2024-12-18 05:08:08.914 -0800,28,True,2024-12-18 05:08:08.914 -0800,28,True
BV_ADHOC_PMR_DIM_PROJECT,True,2024-12-19 10:21:57.980 -0800,5,True,2024-12-19 10:21:57.980 -0800,5,True,2024-12-19 10:21:57.980 -0800,5,True
BV_ADHOC_PMR_DIM_QUESTION,True,2024-12-19 10:23:47.976 -0800,3182,True,2024-12-19 10:23:47.976 -0800,3182,True,2024-12-19 10:23:47.976 -0800,3182,True
BV_ADHOC_PMR_DIM_SURVEY,True,2024-12-19 10:23:45.510 -0800,19,True,2024-12-19 10:23:45.510 -0800,19,True,2024-12-19 10:23:45.510 -0800,19,True
BV_ADHOC_PMR_FACT_RESPONSE,True,2024-12-24 04:30:55.539 -0800,982371,True,2024-12-24 04:30:55.539 -0800,982371,True,2024-12-24 04:30:55.539 -0800,982371,True
BV_ADHOC_PMR_MAP_ANSWER_VALUE,True,2024-12-19 10:23:47.969 -0800,16250,True,2024-12-19 10:23:47.969 -0800,16250,True,2024-12-19 10:23:47.969 -0800,16250,True
BV_ADHOC_REFERENCEFILES_BRAND_INFO_TABLE_EXTRACT_32_ZERO_ISSUE,True,2024-12-20 14:53:07.991 -0800,79,True,2024-12-20 14:53:07.991 -0800,79,True,2024-12-20 14:53:07.991 -0800,79,True
BV_ADHOC_REFERENCEFILES_BRAND_TO_PRODUCT_GROUP_MAPPING,True,2024-12-30 11:03:45.531 -0800,1428,True,2024-12-30 11:03:45.531 -0800,1428,True,2024-12-30 11:03:45.531 -0800,1428,True
BV_ADHOC_REFERENCEFILES_COUNTRY_BRAND_MAPPING,True,2025-05-23 01:42:24.345 -0700,484317,True,2025-05-23 01:42:24.345 -0700,484317,True,2025-05-23 01:42:24.345 -0700,484317,True
BV_ADHOC_REFERENCEFILES_CPH_EXPOSED_BR_MAPPING,True,2024-12-30 04:20:55.576 -0800,1020,True,2024-12-30 04:20:55.576 -0800,1020,True,2024-12-30 04:20:55.576 -0800,1020,True
BV_ADHOC_SALUTATIONDATA_SALUTATION_COCKPIT,True,2025-10-16 06:12:33.147 -0700,873,True,2025-10-16 06:12:33.147 -0700,873,True,2025-10-16 06:12:33.147 -0700,873,True
BV_ADHOC_TRADEMARK_TM_CLUSTER,True,2024-12-18 12:50:07.990 -0800,250,True,2024-12-18 12:50:07.990 -0800,250,True,2024-12-18 12:50:07.990 -0800,250,True
BV_ADHOC_TRADEMARK_TRADEMARK_EXPORT_BRAVE,True,2025-05-07 21:55:02.874 -0700,261090,True,2025-05-07 21:55:02.874 -0700,261090,True,2025-05-07 21:55:02.874 -0700,261090,True
BV_ADHOC_TRADEMARK_TRADEMARK_EXPORT_EFILIA,True,2025-05-07 22:07:27.243 -0700,234014,True,2025-05-07 22:07:27.243 -0700,234014,True,2025-05-07 22:07:27.243 -0700,234014,True
BV_ADHOC_UKLOCAL_UK_BRAND_PROTECTION,True,2024-12-30 11:16:08.304 -0800,14415,True,2024-12-30 11:16:08.304 -0800,14415,True,2024-12-30 11:16:08.304 -0800,14415,True
BV_ADHOC_VEVPRDCTMAP_PRODUCT_MAP_XREF,True,2024-12-27 11:34:48.001 -0800,192028,True,2024-12-27 11:34:48.001 -0800,192028,True,2024-12-27 11:34:48.001 -0800,192028,True
BV_ANALYTICS_CH_GALEXIS_GUTSCHRIFT__OUTBOUND_BONUSANDDISCOUNT_INVOI,True,2024-12-18 04:53:06.453 -0800,125,True,2024-12-18 04:53:06.453 -0800,125,True,2024-12-18 04:53:06.453 -0800,125,True
BV_ANALYTICS_CH_ZUR_ROSE_VK_ZAHLEN_BAYER_XARELTO__SHEET1,True,2024-12-18 04:53:06.483 -0800,2127,True,2024-12-18 04:53:06.483 -0800,2127,True,2024-12-18 04:53:06.483 -0800,2127,True
BV_ANALYTICS_DE_AKTIVITÄTSZIELE_FREIGABE__TABELLE1,True,2024-12-29 23:51:18.041 -0800,24,True,2024-12-29 23:51:18.041 -0800,24,True,2024-12-29 23:51:18.041 -0800,24,True
BV_ANALYTICS_DE_BERGAPOTHEKE__BA,True,2024-12-19 02:22:57.989 -0800,41556,True,2024-12-19 02:22:57.989 -0800,41556,True,2024-12-19 02:22:57.989 -0800,41556,True
BV_ANALYTICS_DE_EXTERNAL_DEALER_SALES_DISPOSABLES_GERMANY__LOAD_DATA,True,2025-06-12 01:54:03.689 -0700,277516,True,2025-06-12 01:54:03.689 -0700,277516,True,2025-06-12 01:54:03.689 -0700,277516,True
BV_ANALYTICS_DE_IQVIA_CHANNELDYNAMICS_ANTI_VEGF_MARKT_BAYER_VITAL_FLAT_FILE__FLAT_FILE,True,2025-05-19 04:39:18.552 -0700,17871,True,2025-05-19 04:39:18.552 -0700,17871,True,2025-05-19 04:39:18.552 -0700,17871,True
BV_ANALYTICS_DE_KPI_PLAN_TERRITORY__VISIT_PLAN_TERRITORY_DATEN,True,2024-12-18 04:53:09.075 -0800,1468,True,2024-12-18 04:53:09.075 -0800,1468,True,2024-12-18 04:53:09.075 -0800,1468,True
BV_ANALYTICS_DE_MARKET_DATA_SCHWABS__MARKET_DATA_SCHWABS,True,2024-12-26 01:37:08.049 -0800,35332,True,2024-12-26 01:37:08.049 -0800,35332,True,2024-12-26 01:37:08.049 -0800,35332,True
BV_ANALYTICS_ES_CLINICAL_TRIALS__CLINICAL_TRIALS,True,2024-12-30 05:30:55.613 -0800,828,True,2024-12-30 05:30:55.613 -0800,828,True,2024-12-30 05:30:55.613 -0800,828,True
BV_ANALYTICS_ES_MDM_CDP_AUTOINVOICES,True,2024-12-18 04:53:06.499 -0800,3656,True,2024-12-18 04:53:06.499 -0800,3656,True,2024-12-18 04:53:06.499 -0800,3656,True
BV_ANALYTICS_FR_EADHESION,True,2025-11-10 23:49:30.081 -0800,4564946,True,2025-11-10 23:49:30.081 -0800,4564946,True,2025-11-10 23:49:30.081 -0800,4564946,True
BV_ANALYTICS_FR_EBAREMES,True,2025-11-10 23:49:32.615 -0800,114099,True,2025-11-10 23:49:32.615 -0800,114099,True,2025-11-10 23:49:32.615 -0800,114099,True
BV_ANALYTICS_FR_ECLIENTS,True,2025-11-10 23:49:36.897 -0800,1719553,True,2025-11-10 23:49:36.897 -0800,1719553,True,2025-11-10 23:49:36.897 -0800,1719553,True
BV_ANALYTICS_FR_ECLISECT,True,2025-11-10 23:49:22.932 -0800,7457035,True,2025-11-10 23:49:22.932 -0800,7457035,True,2025-11-10 23:49:22.932 -0800,7457035,True
BV_ANALYTICS_FR_ECONTACTS,True,2025-11-10 23:49:19.152 -0800,1890168,True,2025-11-10 23:49:19.152 -0800,1890168,True,2025-11-10 23:49:19.152 -0800,1890168,True
BV_ANALYTICS_FR_EFAMILLES,True,2025-03-26 03:49:35.454 -0700,17760,True,2025-03-26 03:49:35.454 -0700,17760,True,2025-03-26 03:49:35.454 -0700,17760,True
BV_ANALYTICS_FR_EGROUPEMENTS,True,2025-11-10 23:49:16.766 -0800,107217,True,2025-11-10 23:49:16.766 -0800,107217,True,2025-11-10 23:49:16.766 -0800,107217,True
BV_ANALYTICS_FR_EMARCHES,True,2025-11-10 23:49:28.448 -0800,4426,True,2025-11-10 23:49:28.448 -0800,4426,True,2025-11-10 23:49:28.448 -0800,4426,True
BV_ANALYTICS_FR_EOFFRES,True,2025-11-10 23:49:41.346 -0800,3156947,True,2025-11-10 23:49:41.346 -0800,3156947,True,2025-11-10 23:49:41.346 -0800,3156947,True
BV_ANALYTICS_FR_EOFFRES1,True,2025-11-10 23:49:18.524 -0800,981939,True,2025-11-10 23:49:18.524 -0800,981939,True,2025-11-10 23:49:18.524 -0800,981939,True
BV_ANALYTICS_FR_EOFFRES2,True,2025-11-10 23:49:18.525 -0800,988486,True,2025-11-10 23:49:18.525 -0800,988486,True,2025-11-10 23:49:18.525 -0800,988486,True
BV_ANALYTICS_FR_EOFFRES3,True,2025-11-10 23:49:41.188 -0800,1067362,True,2025-11-10 23:49:41.188 -0800,1067362,True,2025-11-10 23:49:41.188 -0800,1067362,True
BV_ANALYTICS_FR_EOFFRES4,True,2025-03-26 03:49:45.374 -0700,693874,True,2025-03-26 03:49:45.374 -0700,693874,True,2025-03-26 03:49:45.374 -0700,693874,True
BV_ANALYTICS_FR_EOFFRES5,True,2025-11-10 23:49:31.620 -0800,1427326,True,2025-11-10 23:49:31.620 -0800,1427326,True,2025-11-10 23:49:31.620 -0800,1427326,True
BV_ANALYTICS_FR_EOFFRES6,True,2025-03-26 03:49:46.727 -0700,937002,True,2025-03-26 03:49:46.727 -0700,937002,True,2025-03-26 03:49:46.727 -0700,937002,True
BV_ANALYTICS_FR_EPRODUITS,True,2025-11-10 23:49:26.272 -0800,163764,True,2025-11-10 23:49:26.272 -0800,163764,True,2025-11-10 23:49:26.272 -0800,163764,True
BV_ANALYTICS_FR_ESECTEURS,True,2025-11-10 23:49:15.933 -0800,15616,True,2025-11-10 23:49:15.933 -0800,15616,True,2025-11-10 23:49:15.933 -0800,15616,True
BV_ANALYTICS_FR_ETARIFS,True,2025-11-10 23:49:35.049 -0800,163340,True,2025-11-10 23:49:35.049 -0800,163340,True,2025-11-10 23:49:35.049 -0800,163340,True
BV_ANALYTICS_FR_HR_COREX,True,2025-11-11 20:44:48.126 -0800,60698446,True,2025-11-11 20:44:48.126 -0800,60698446,True,2025-11-11 20:44:48.126 -0800,60698446,True
BV_ANALYTICS_FR_SECDY_SALE_FR__SECDY_SALE_FR,True,2024-12-30 03:12:05.589 -0800,2,True,2024-12-30 03:12:05.589 -0800,2,True,2024-12-30 03:12:05.589 -0800,2,True
BV_ANALYTICS_GB_ENG_BNF_CODE,True,2025-11-03 06:07:37.257 -0800,407300,True,2025-11-03 06:07:37.257 -0800,407300,True,2025-11-03 06:07:37.257 -0800,407300,True
BV_ANALYTICS_GB_ENG_ECCG,True,2025-11-03 06:07:33.701 -0800,3670,True,2025-11-03 06:07:33.701 -0800,3670,True,2025-11-03 06:07:33.701 -0800,3670,True
BV_ANALYTICS_GB_ENG_EPD,True,2025-11-03 07:06:40.918 -0800,1450336310,True,2025-11-03 07:06:40.918 -0800,1450336310,True,2025-11-03 07:06:40.918 -0800,1450336310,True
BV_ANALYTICS_GB_ENG_NHS_ENGLAND_PATIENT_PROFILE,True,2025-10-20 02:50:05.699 -0700,4417380,True,2025-10-20 02:50:05.699 -0700,4417380,True,2025-10-20 02:50:05.699 -0700,4417380,True
BV_ANALYTICS_GB_ENG_SCMD,True,2025-11-03 06:08:14.301 -0800,29681878,True,2025-11-03 06:08:14.301 -0800,29681878,True,2025-11-03 06:08:14.301 -0800,29681878,True
BV_ANALYTICS_GB_NIR_GP_PRACTICE_REFERENCE,True,2025-09-04 02:55:58.855 -0700,10599,True,2025-09-04 02:55:58.855 -0700,10599,True,2025-09-04 02:55:58.855 -0700,10599,True
BV_ANALYTICS_GB_NIR_GP_PRESCRIBING,True,2025-11-07 07:04:26.926 -0800,36864120,True,2025-11-07 07:04:26.926 -0800,36864120,True,2025-11-07 07:04:26.926 -0800,36864120,True
BV_ANALYTICS_GB_SCT_PITC,True,2025-11-11 06:00:05.698 -0800,95434445,True,2025-11-11 06:00:05.698 -0800,95434445,True,2025-11-11 06:00:05.698 -0800,95434445,True
BV_ANALYTICS_GB_SCT_PRACTICE_CONTACTDETAILS,True,2025-10-22 03:06:03.721 -0700,24187,True,2025-10-22 03:06:03.721 -0700,24187,True,2025-10-22 03:06:03.721 -0700,24187,True
BV_ANALYTICS_GB_SCT_PRAC_LISTSIZE_FEMALE,True,2025-10-22 03:06:06.662 -0700,18698,True,2025-10-22 03:06:06.662 -0700,18698,True,2025-10-22 03:06:06.662 -0700,18698,True
BV_ANALYTICS_GB_SCT_PRAC_LISTSIZE_MALE,True,2025-10-22 03:06:06.724 -0700,18698,True,2025-10-22 03:06:06.724 -0700,18698,True,2025-10-22 03:06:06.724 -0700,18698,True
BV_ANALYTICS_GB_SCT_SCOTLAND_HEALTH_BOARD,True,2024-12-18 04:26:08.303 -0800,18,True,2024-12-18 04:26:08.303 -0800,18,True,2024-12-18 04:26:08.303 -0800,18,True
BV_ANALYTICS_GB_SECDY_SALE_GB__SECDY_SALE_GB,True,2024-12-30 09:06:05.594 -0800,2,True,2024-12-30 09:06:05.594 -0800,2,True,2024-12-30 09:06:05.594 -0800,2,True
BV_ANALYTICS_GB_WLS_ADDRESS,True,2025-11-04 04:07:52.925 -0800,66368,True,2025-11-04 04:07:52.925 -0800,66368,True,2025-11-04 04:07:52.925 -0800,66368,True
BV_ANALYTICS_GB_WLS_ADDRESS_SC,True,2025-11-04 04:07:51.120 -0800,56031,True,2025-11-04 04:07:51.120 -0800,56031,True,2025-11-04 04:07:51.120 -0800,56031,True
BV_ANALYTICS_GB_WLS_BNF,True,2025-11-04 04:07:54.367 -0800,440017,True,2025-11-04 04:07:54.367 -0800,440017,True,2025-11-04 04:07:54.367 -0800,440017,True
BV_ANALYTICS_GB_WLS_BNF_SC,True,2025-11-04 04:07:54.694 -0800,445128,True,2025-11-04 04:07:54.694 -0800,445128,True,2025-11-04 04:07:54.694 -0800,445128,True
BV_ANALYTICS_GB_WLS_CHEMSUBSTANCE,True,2025-11-04 04:08:05.287 -0800,397586,True,2025-11-04 04:08:05.287 -0800,397586,True,2025-11-04 04:08:05.287 -0800,397586,True
BV_ANALYTICS_GB_WLS_CHEMSUBSTANCE_SC,True,2025-11-04 04:07:54.694 -0800,397586,True,2025-11-04 04:07:54.694 -0800,397586,True,2025-11-04 04:07:54.694 -0800,397586,True
BV_ANALYTICS_GB_WLS_GPDATA,True,2025-11-04 04:08:34.891 -0800,47656298,True,2025-11-04 04:08:34.891 -0800,47656298,True,2025-11-04 04:08:34.891 -0800,47656298,True
BV_ANALYTICS_GB_WLS_HOSPITALDATA,True,2025-11-04 04:07:54.755 -0800,1746331,True,2025-11-04 04:07:54.755 -0800,1746331,True,2025-11-04 04:07:54.755 -0800,1746331,True
BV_ANALYTICS_GB_WLS_WALES_HEALTH_BOARD,True,2024-12-20 14:37:08.053 -0800,1626,True,2024-12-20 14:37:08.053 -0800,1626,True,2024-12-20 14:37:08.053 -0800,1626,True
BV_ANALYTICS_NL_FARMINFORM_BAYER_ARTICLE,True,2024-12-22 07:10:47.985 -0800,1794159,True,2024-12-22 07:10:47.985 -0800,1794159,True,2024-12-22 07:10:47.985 -0800,1794159,True
BV_ANALYTICS_NL_FARMINFORM_BAYER_F0,True,2024-12-21 08:04:18.022 -0800,988473638,True,2024-12-21 08:04:18.022 -0800,988473638,True,2024-12-21 08:04:18.022 -0800,988473638,True
BV_ANALYTICS_NL_FARMINFORM_BAYER_F2,True,2024-12-21 07:54:45.533 -0800,814156930,True,2024-12-21 07:54:45.533 -0800,814156930,True,2024-12-21 07:54:45.533 -0800,814156930,True
BV_ANALYTICS_NL_FARMINFORM_BAYER_F3,True,2024-12-21 07:51:47.964 -0800,682128673,True,2024-12-21 07:51:47.964 -0800,682128673,True,2024-12-21 07:51:47.964 -0800,682128673,True
BV_ANALYTICS_NL_FARMINFORM_BAYER_NL,True,2024-12-21 07:19:47.973 -0800,57668001,True,2024-12-21 07:19:47.973 -0800,57668001,True,2024-12-21 07:19:47.973 -0800,57668001,True
BV_ANALYTICS_NL_FRAME_ASSOCIATION,True,2024-12-18 04:57:09.076 -0800,21,True,2024-12-18 04:57:09.076 -0800,21,True,2024-12-18 04:57:09.076 -0800,21,True
BV_ANALYTICS_NL_FRAME_DESCRIPTION,True,2024-12-18 04:57:09.057 -0800,27,True,2024-12-18 04:57:09.057 -0800,27,True,2024-12-18 04:57:09.057 -0800,27,True
BV_ANALYTICS_NL_PCTABEL_EN__BLAD1,True,2024-12-18 04:57:15.951 -0800,4845,True,2024-12-18 04:57:15.951 -0800,4845,True,2024-12-18 04:57:15.951 -0800,4845,True
BV_ANALYTICS_SCA_BRICK_COUNTRY_DATA,True,2025-11-11 08:29:53.525 -0800,4853669260,True,2025-11-11 08:29:53.525 -0800,4853669260,True,2025-11-11 08:29:53.525 -0800,4853669260,True
BV_BRIEF_DOC_CEC,True,2025-11-11 16:00:18.424 -0800,64938,True,2025-11-11 16:00:18.424 -0800,64938,True,2025-11-11 16:00:18.424 -0800,64938,True
BV_BRIEF_DOC_CONTENT,True,2025-01-07 23:29:48.017 -0800,647,True,2025-01-07 23:29:48.017 -0800,647,True,2025-01-07 23:29:48.017 -0800,647,True
BV_BRIEF_DOC_JOURNEY,True,2025-01-09 12:29:46.908 -0800,155163,True,2025-01-09 12:29:46.908 -0800,155163,True,2025-01-09 12:29:46.908 -0800,155163,True
BV_BRIEF_DOC_TC,True,2025-11-11 16:00:28.432 -0800,132361,True,2025-11-11 16:00:28.432 -0800,132361,True,2025-11-11 16:00:28.432 -0800,132361,True
BV_CDIS_ACC_CON,True,2025-11-11 13:25:35.008 -0800,62587846,True,2025-11-11 13:25:35.008 -0800,62587846,True,2025-11-11 13:25:35.008 -0800,62587846,True
BV_CDIS_ADDRESSES,True,2025-11-11 13:25:11.952 -0800,40076867,True,2025-11-11 13:25:11.952 -0800,40076867,True,2025-11-11 13:25:11.952 -0800,40076867,True
BV_CDIS_CONTACT_DETAILS,True,2025-11-11 13:24:32.951 -0800,26242386,True,2025-11-11 13:24:32.951 -0800,26242386,True,2025-11-11 13:24:32.951 -0800,26242386,True
BV_CDIS_EXTERNAL_KEYS,True,2025-11-11 13:39:04.458 -0800,354739805,True,2025-11-11 13:39:04.458 -0800,354739805,True,2025-11-11 13:39:04.458 -0800,354739805,True
BV_CDIS_KEYMAP,True,2025-11-11 13:39:21.906 -0800,368021598,True,2025-11-11 13:39:21.906 -0800,368021598,True,2025-11-11 13:39:21.906 -0800,368021598,True
BV_CDPSTTM_CHANGE_LOG,True,2025-08-30 19:06:23.931 -0700,495031,True,2025-08-30 19:06:23.931 -0700,495031,True,2025-08-30 19:06:23.931 -0700,495031,True
BV_CDPSTTM_CHANGE_LOG_SDP,True,2025-09-10 19:08:16.690 -0700,28612,True,2025-09-10 19:08:16.690 -0700,28612,True,2025-09-10 19:08:16.690 -0700,28612,True
BV_CDPSTTM_DATA_MODEL_SUMMARY,True,2025-07-31 19:09:38.096 -0700,3831,True,2025-07-31 19:09:38.096 -0700,3831,True,2025-07-31 19:09:38.096 -0700,3831,True
BV_CDPSTTM_ENRICHED_STTM,True,2025-09-26 19:06:17.489 -0700,84560,True,2025-09-26 19:06:17.489 -0700,84560,True,2025-09-26 19:06:17.489 -0700,84560,True
BV_CDPSTTM_ENRICH_ENTITY_SUMMARY,True,2025-03-04 18:12:19.163 -0800,285,True,2025-03-04 18:12:19.163 -0800,285,True,2025-03-04 18:12:19.163 -0800,285,True
BV_CDPSTTM_MODEL_STTM,True,2025-07-15 19:53:33.386 -0700,32792,True,2025-07-15 19:53:33.386 -0700,32792,True,2025-07-15 19:53:33.386 -0700,32792,True
BV_CDPSTTM_STTM_METADATA_MODEL_TO_ANALYTICS,True,2025-09-14 19:06:02.144 -0700,35316,True,2025-09-14 19:06:02.144 -0700,35316,True,2025-09-14 19:06:02.144 -0700,35316,True
BV_COLLIBRA_DQ_AGENT,True,2025-09-22 19:16:50.512 -0700,6256,True,2025-09-22 19:16:50.512 -0700,6256,True,2025-09-22 19:16:50.512 -0700,6256,True
BV_COLLIBRA_DQ_DQ_DIMENSION,True,2025-09-24 08:04:11.728 -0700,5136,True,2025-09-24 08:04:11.728 -0700,5136,True,2025-09-24 08:04:11.728 -0700,5136,True
BV_COLLIBRA_DQ_JOB_SCHEDULE,True,2025-09-24 08:04:19.357 -0700,1014742,True,2025-09-24 08:04:19.357 -0700,1014742,True,2025-09-24 08:04:19.357 -0700,1014742,True
BV_COLLIBRA_DQ_JOB_SCHEDULE_ATTEMPT,True,2025-09-24 08:04:19.898 -0700,554533,True,2025-09-24 08:04:19.898 -0700,554533,True,2025-09-24 08:04:19.898 -0700,554533,True
BV_COLLIBRA_DQ_OPT_LOAD,True,2025-09-24 08:04:28.524 -0700,1070407,True,2025-09-24 08:04:28.524 -0700,1070407,True,2025-09-24 08:04:28.524 -0700,1070407,True
BV_COLLIBRA_DQ_OWLCHECK_Q,True,2025-09-24 08:04:52.768 -0700,512815,True,2025-09-24 08:04:52.768 -0700,512815,True,2025-09-24 08:04:52.768 -0700,512815,True
BV_COLLIBRA_DQ_OWL_CATALOG,True,2025-09-24 08:03:55.179 -0700,1110328,True,2025-09-24 08:03:55.179 -0700,1110328,True,2025-09-24 08:03:55.179 -0700,1110328,True
BV_COLLIBRA_DQ_OWL_CHECK_HISTORY,True,2025-09-24 08:04:25.689 -0700,410712,True,2025-09-24 08:04:25.689 -0700,410712,True,2025-09-24 08:04:25.689 -0700,410712,True
BV_COLLIBRA_DQ_OWL_RULE,True,2025-09-24 08:04:32.516 -0700,5406163,True,2025-09-24 08:04:32.516 -0700,5406163,True,2025-09-24 08:04:32.516 -0700,5406163,True
BV_COLLIBRA_DQ_RULE_OUTPUT,True,2025-09-24 08:04:07.077 -0700,400672185,True,2025-09-24 08:04:07.077 -0700,400672185,True,2025-09-24 08:04:07.077 -0700,400672185,True
BV_CONCUR_INBOUND,True,2025-11-11 14:12:16.860 -0800,770407,True,2025-11-11 14:12:16.860 -0800,770407,True,2025-11-11 14:12:16.860 -0800,770407,True
BV_CRYSTAL_IQVIA_V_IDP_VEEVACRM_CONSENT_OUTBOUND,True,2025-11-11 13:27:34.370 -0800,592057402,True,2025-11-11 13:27:34.370 -0800,592057402,True,2025-11-11 13:27:34.370 -0800,592057402,True
BV_CRYSTAL_VWM_CONSENT_OUTBOUND_VEEVA,True,2025-11-01 14:14:45.553 -0700,133609621,True,2025-11-01 14:14:45.553 -0700,133609621,True,2025-11-01 14:14:45.553 -0700,133609621,True
BV_CRYSTAL_VW_IMCM_COUNTRY_INFO,True,2025-08-06 14:10:36.492 -0700,4083,True,2025-08-06 14:10:36.492 -0700,4083,True,2025-08-06 14:10:36.492 -0700,4083,True
BV_CRYSTAL_VW_IMCM_SPENDCAP,True,2025-11-11 13:10:48.509 -0800,990059,True,2025-11-11 13:10:48.509 -0800,990059,True,2025-11-11 13:10:48.509 -0800,990059,True
BV_CVENT_BUDGET,True,2025-11-11 11:47:31.788 -0800,585276,True,2025-11-11 11:47:31.788 -0800,585276,True,2025-11-11 11:47:31.788 -0800,585276,True
BV_CVENT_BUDGETITEM,True,2025-11-11 11:49:25.061 -0800,230149,True,2025-11-11 11:49:25.061 -0800,230149,True,2025-11-11 11:49:25.061 -0800,230149,True
BV_CVENT_BUDGETITEM_ALLOCATIONCATEGORYDETAIL,True,2025-11-11 11:47:52.092 -0800,218468,True,2025-11-11 11:47:52.092 -0800,218468,True,2025-11-11 11:47:52.092 -0800,218468,True
BV_CVENT_BUDGETITEM_ASSOCIATEDREGISTRANTS,True,2025-11-11 11:49:55.243 -0800,299575,True,2025-11-11 11:49:55.243 -0800,299575,True,2025-11-11 11:49:55.243 -0800,299575,True
BV_CVENT_BUDGETITEM_BUDGETPAYMENTDETAIL,True,2025-02-13 22:52:13.900 -0800,84154,True,2025-02-13 22:52:13.900 -0800,84154,True,2025-02-13 22:52:13.900 -0800,84154,True
BV_CVENT_BUDGETITEM_COSTDETAIL,True,2025-11-11 11:49:34.719 -0800,747022,True,2025-11-11 11:49:34.719 -0800,747022,True,2025-11-11 11:49:34.719 -0800,747022,True
BV_CVENT_BUDGETITEM_CUSTOMFIELDDETAIL,True,2025-11-11 11:47:41.727 -0800,226482,True,2025-11-11 11:47:41.727 -0800,226482,True,2025-11-11 11:47:41.727 -0800,226482,True
BV_CVENT_BUDGETITEM_DELETED,True,2025-11-10 11:36:36.020 -0800,24244,True,2025-11-10 11:36:36.020 -0800,24244,True,2025-11-10 11:36:36.020 -0800,24244,True
